CHARTER,SNAME,DNAME,CNAME,API12B,ST_RANK,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED
,Alpine Elementary,Keppel Union Elementary,Los Angeles,732,2,2,0,0,0,78,0,17,2,81,4,2,31,11,7,23,27,N/A,68,25,28,27,12,8,2.5
,Denman (James) Middle,San Francisco Unified,San Francisco,732,2,8,1,23,24,37,3,2,1,74,23,1,29,31,13,N/A,29,25,60,12,57,15,14,3,2.38
,Corcoran High,Corcoran Joint Unified,Kings,732,4,3,0,0,0,83,0,10,0,80,6,6,19,29,10,N/A,N/A,23,90,30,33,25,9,4,2.25
,Wilson Elementary,Tulare City,Tulare,732,2,7,1,0,0,82,0,10,1,90,0,9,27,11,13,19,32,N/A,90,27,40,23,8,2,2.19
,Joseph George Middle,Alum Rock Union Elementary,Santa Clara,732,2,1,0,7,5,83,0,4,0,100,20,2,31,33,15,N/A,22,22,95,37,27,24,10,3,2.16
,Linda Elementary,Marysville Joint Unified,Yuba,732,2,3,2,20,0,45,0,28,2,90,3,2,46,6,9,22,29,N/A,76,32,36,23,6,3,2.11
,Sam V. Curtis Elementary,Rialto Unified,San Bernardino,732,2,12,0,1,0,81,0,4,1,88,12,0,41,13,10,26,28,N/A,89,37,30,24,6,2,2.07
,Crozier (George W.) Middle,Inglewood Unified,Los Angeles,732,2,29,0,1,0,68,0,0,0,92,3,0,5,0,13,N/A,21,22,94,39,30,20,9,2,2.04
,Jacob Wiens Elementary,Hemet Unified,Riverside,732,2,11,1,0,0,68,0,17,3,94,0,0,34,3,21,25,31,N/A,100,40,28,24,4,3,2.03
,Ray Wiltsey Middle,Ontario-Montclair Elementary,San Bernardino,732,2,3,1,1,1,90,0,3,2,91,7,0,38,27,12,N/A,N/A,27,97,39,35,16,6,4,2.02
,Casa Loma Elementary,Bakersfield City,Kern,732,2,17,0,2,0,79,0,2,1,95,0,8,41,14,7,20,27,N/A,66,36,41,17,4,2,1.96
,,Wasco Union Elementary,Kern,732,B,3,0,0,0,92,0,4,0,86,0,6,45,15,7,29,27,19,96,40,37,16,5,2,1.92
,Teresa Burke Elementary,Wasco Union Elementary,Kern,732,2,3,0,0,0,94,0,3,0,88,0,6,56,9,5,28,29,N/A,96,41,36,15,6,1,1.92
,La Joya Elementary,Santa Rita Union Elementary,Monterey,732,2,0,1,1,1,60,0,36,0,72,0,2,42,15,11,29,29,N/A,96,36,49,10,4,1,1.86
,Rosa Parks Learning Center,Los Angeles Unified,Los Angeles,732,2,3,0,1,1,94,0,0,0,100,5,0,59,21,14,21,24,N/A,84,51,27,9,10,3,1.86
,"Math, Science, & Technology Magnet Acade",Los Angeles Unified,Los Angeles,732,4,0,0,0,0,99,0,0,0,100,25,2,7,69,2,N/A,N/A,23,56,53,26,13,4,3,1.79
,Charles W. Barrett Elementary,Los Angeles Unified,Los Angeles,732,2,30,0,0,0,70,0,0,0,100,14,0,32,20,12,18,20,N/A,56,50,29,15,5,1,1.78
,Murchison Street Elementary,Los Angeles Unified,Los Angeles,732,2,2,0,1,0,98,0,0,0,100,3,2,32,24,14,20,22,N/A,88,53,28,13,5,2,1.76
,One Hundred Ninth Street Elementary,Los Angeles Unified,Los Angeles,732,2,23,0,0,0,77,0,0,0,100,2,0,41,13,11,20,19,N/A,73,48,32,15,5,0,1.76
,Los Angeles High School of the Arts (LAH,Los Angeles Unified,Los Angeles,732,4,2,0,7,2,87,0,1,0,100,9,0,28,50,10,N/A,N/A,19,52,55,28,7,9,1,1.74
,,Santa Maria-Bonita,Santa Barbara,732,B,1,0,1,2,92,0,5,0,100,9,13,54,16,8,27,27,29,99,62,22,11,3,1,1.59
,Belvedere Elementary,Los Angeles Unified,Los Angeles,732,2,0,0,0,0,99,0,0,0,97,2,1,43,30,11,20,21,N/A,95,76,17,4,1,2,1.36
,O'Neals Digital Middle,Chawanakee Unified,Madera,731,2,0,2,0,2,23,0,69,3,33,10,0,0,0,5,N/A,32,N/A,94,6,16,30,32,16,3.36
Y,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,731,4,2,0,4,1,54,0,39,0,37,8,2,19,11,14,,,,82,19,16,24,29,13,3
,,Shaffer Union Elementary,Lassen,731,B,1,4,0,1,22,0,72,0,52,0,0,10,0,9,18,18,21,84,11,25,47,14,4,2.76
,El Dorado Middle,Mt. Diablo Unified,Contra Costa,731,2,6,1,4,7,46,2,33,1,60,6,0,18,18,12,N/A,28,31,78,15,26,33,20,6,2.76
,Minnie Cannon Elementary,Middletown Unified,Lake,731,2,1,1,2,4,38,0,55,0,67,0,0,26,1,6,18,25,N/A,87,20,27,25,20,8,2.69
,Bella Vista Elementary,Montebello Unified,Los Angeles,731,2,0,0,12,1,85,0,2,0,66,8,0,16,14,16,27,28,N/A,86,13,36,28,16,6,2.67
,Burton Middle,Burton Elementary,Tulare,731,2,1,0,3,5,62,0,29,0,67,11,6,21,9,6,N/A,N/A,26,98,18,23,41,11,7,2.66
,Bayview Terrace Elementary,San Diego Unified,San Diego,731,2,4,0,1,0,78,1,13,3,100,20,0,50,15,17,21,33,N/A,88,18,33,28,17,6,2.61
,,Rio Elementary,Ventura,731,B,2,0,2,5,83,1,6,1,83,2,6,38,15,7,25,29,28,71,28,25,26,14,7,2.47
,Rolando Park Elementary,San Diego Unified,San Diego,731,2,14,0,4,2,70,0,8,1,85,17,1,40,8,24,23,26,N/A,80,21,32,36,9,3,2.41
,,Twin Rivers Unified,Sacramento,731,B,16,1,9,1,40,2,26,3,79,14,0,26,13,13,25,27,25,82,22,36,29,11,3,2.38
,Charles L. Sullivan Middle,Fairfield-Suisun Unified,Solano,731,2,19,1,3,7,48,1,14,6,79,11,1,17,22,11,N/A,33,30,97,21,39,24,12,3,2.37
,Hesperia High,Hesperia Unified,San Bernardino,731,4,7,0,1,0,71,1,18,0,75,3,0,22,17,9,N/A,N/A,27,88,21,42,23,8,5,2.34
,,Lucerne Valley Unified,San Bernardino,731,B,3,1,1,1,39,1,53,0,76,0,0,1,0,18,20,20,7,83,18,46,24,10,2,2.33
,Price Intermediate,Orland Joint Unified,Glenn,731,2,0,1,2,0,64,0,32,1,79,7,2,21,23,11,N/A,24,28,97,28,32,28,5,7,2.3
,Anderson Heights Elementary,Cascade Union Elementary,Shasta,731,2,2,9,3,2,15,0,67,0,89,6,0,8,1,7,21,31,N/A,97,15,47,34,3,1,2.3
,,Pomona Unified,Los Angeles,731,B,6,0,4,1,83,0,4,1,82,7,0,34,20,10,26,30,30,84,26,38,21,9,5,2.29
,Glen View Elementary,Escondido Union,San Diego,731,2,3,1,3,4,79,1,8,0,82,4,1,60,6,11,22,30,N/A,71,30,31,24,12,3,2.27
,Roosevelt Elementary,San Gabriel Unified,Los Angeles,731,2,1,0,29,1,65,0,2,0,90,5,0,74,3,11,31,34,N/A,91,31,37,16,12,4,2.2
,Arrowhead Elementary,San Bernardino City Unified,San Bernardino,731,2,24,0,5,0,54,0,11,4,93,12,0,27,3,7,19,25,N/A,76,26,42,23,7,2,2.17
,Burbank Elementary,San Diego Unified,San Diego,731,2,2,0,0,0,95,0,2,1,100,16,0,68,10,15,17,24,N/A,64,28,39,23,9,1,2.17
,Crestmore Elementary,Colton Joint Unified,San Bernardino,731,2,1,0,0,0,94,0,4,0,90,12,0,60,11,12,20,30,N/A,91,31,40,20,6,4,2.12
,Sunset,Hacienda la Puente Unified,Los Angeles,731,C,0,0,7,4,82,0,7,0,71,0,0,32,0,100,8,1,N/A,36,30,40,20,10,0,2.1
,Rosamond Elementary,Southern Kern Unified,Kern,731,2,12,1,1,1,52,0,25,2,76,0,6,23,5,14,26,29,N/A,73,23,58,11,7,1,2.06
,Frisbie Middle,Rialto Unified,San Bernardino,731,2,13,0,1,0,81,1,3,0,88,16,0,23,24,8,N/A,28,23,87,36,34,21,7,2,2.06
,Cajon Valley Middle,Cajon Valley Union,San Diego,731,2,12,0,1,2,52,1,28,1,83,5,0,43,24,9,N/A,22,28,86,34,41,18,6,1,2
,Orange Glen High,Escondido Union High,San Diego,731,4,2,0,3,2,79,1,12,0,79,5,2,30,38,9,N/A,N/A,25,78,47,23,18,10,3,1.99
,International Studies Learning Center,Los Angeles Unified,Los Angeles,731,4,1,0,0,0,98,0,0,0,85,14,0,17,43,8,N/A,32,30,70,43,27,21,7,2,1.97
,Lexington Elementary,Pomona Unified,Los Angeles,731,2,4,0,1,1,93,0,0,0,93,2,0,43,18,11,26,29,25,81,32,45,17,4,1,1.97
,Pioneer High,Whittier Union High,Los Angeles,731,4,1,0,0,1,93,0,5,0,80,0,0,17,22,13,N/A,N/A,31,91,43,31,19,5,3,1.93
Y,East Oakland Leadership Academy High,Oakland Unified,Alameda,731,4,31,0,0,0,67,0,2,0,93,0,0,24,33,0,,,,47,38,48,10,0,5,1.86
,Chester W. Nimitz Middle,Los Angeles Unified,Los Angeles,731,2,0,0,0,0,99,0,0,0,100,18,1,18,51,10,N/A,22,19,61,53,28,11,5,4,1.79
,Rosecrans Elementary,Compton Unified,Los Angeles,731,2,11,0,0,0,88,1,0,0,89,6,0,57,21,5,30,30,N/A,89,59,25,10,4,2,1.64
,West Vernon Avenue Elementary,Los Angeles Unified,Los Angeles,731,2,8,0,0,0,91,0,0,0,100,3,0,54,26,9,18,19,N/A,63,62,21,12,3,1,1.61
,Thomas Jefferson Middle,Desert Sands Unified,Riverside,731,2,2,0,0,1,95,0,2,0,97,5,7,36,39,13,N/A,19,18,100,59,28,10,2,1,1.59
,Carl Smith Middle,Terra Bella Union Elementary,Tulare,731,2,0,0,0,1,96,0,3,0,98,10,3,49,40,8,N/A,23,N/A,100,74,19,6,0,1,1.36
,John F. Kennedy Elementary,Santa Ana Unified,Orange,731,2,0,0,0,0,100,0,0,0,100,4,7,87,10,10,24,26,N/A,91,76,16,6,1,1,1.36
D,CLAS Affirmation,Los Angeles Unified,Los Angeles,730,2,89,0,0,0,1,0,0,0,52,0,0,0,0,7,,,,17,0,13,5,36,46,4.15
,Jesse M. Bethel High,Vallejo City Unified,Solano,730,4,26,0,4,29,21,2,9,2,43,11,0,7,17,11,N/A,N/A,27,91,9,25,35,25,7,2.97
D,Frederick Douglass Academy Elementary,Los Angeles Unified,Los Angeles,730,2,82,0,0,0,17,0,1,0,88,0,0,5,0,10,27,31,N/A,72,4,31,41,18,6,2.91
,Norman G. Ambrosini Elementary,Rohnerville Elementary,Humboldt,730,2,2,3,0,0,28,1,61,5,62,0,0,20,3,20,28,28,N/A,89,10,33,34,16,7,2.77
,,Di Giorgio Elementary,Kern,730,B,0,0,1,0,87,0,11,0,89,0,19,40,24,8,23,24,N/A,12,5,52,14,19,10,2.76
,Di Giorgio Elementary,Di Giorgio Elementary,Kern,730,2,0,0,1,0,87,0,11,0,89,0,19,40,24,7,23,24,N/A,13,5,52,14,19,10,2.76
,Armijo High,Fairfield-Suisun Unified,Solano,730,4,14,2,5,6,39,1,16,16,50,10,0,10,21,8,N/A,N/A,31,98,15,31,29,21,5,2.7
,Woodland Senior High,Woodland Joint Unified,Yolo,730,4,1,1,3,0,60,0,34,1,55,18,2,15,26,9,N/A,N/A,31,80,22,22,29,19,8,2.69
,,Emery Unified,Alameda,730,B,55,0,12,0,24,1,5,1,85,0,0,14,13,10,19,24,23,69,11,39,34,16,0,2.56
,Creekside Middle,Patterson Joint Unified,Stanislaus,730,2,8,0,2,2,67,2,17,1,63,8,1,26,22,13,N/A,29,26,96,24,30,29,13,5,2.44
D,Pathways to College,Hesperia Unified,San Bernardino,730,2,10,0,0,0,55,2,32,0,80,0,0,15,10,8,12,11,N/A,96,21,33,31,12,3,2.43
,Colonial Acres Elementary,San Lorenzo Unified,Alameda,730,2,8,0,4,6,73,1,7,1,73,0,8,55,13,8,26,29,N/A,90,21,41,21,16,2,2.38
,Marina del Rey Middle,Los Angeles Unified,Los Angeles,730,2,31,1,1,1,59,0,6,0,90,15,0,15,21,14,N/A,24,28,65,35,23,23,14,5,2.32
,Herman Leimbach Elementary,Elk Grove Unified,Sacramento,730,2,26,0,16,4,39,3,8,4,100,2,0,34,10,12,22,26,N/A,91,24,41,21,10,4,2.3
,Orland High,Orland Joint Unified,Glenn,730,4,1,1,3,0,57,0,37,1,66,7,2,9,30,9,N/A,N/A,24,94,28,36,24,7,5,2.26
D,Opportunities for Learning - Baldwin Par,Baldwin Park Unified,Los Angeles,730,4,9,1,1,1,69,0,16,2,75,0,0,10,15,3,N/A,N/A,1,99,33,27,29,9,3,2.22
,Wayne Van Horn Elementary,Panama-Buena Vista Union,Kern,730,2,14,1,3,1,58,0,23,0,81,2,0,24,6,12,24,28,N/A,41,28,41,16,14,1,2.19
,Walnut Grove Elementary,Patterson Joint Unified,Stanislaus,730,2,1,0,1,0,87,1,9,0,36,7,2,37,22,8,28,26,30,86,35,29,25,7,4,2.17
,Acacia Middle,Hemet Unified,Riverside,730,2,9,1,1,1,55,1,30,3,82,3,0,11,7,19,N/A,27,29,100,32,35,25,4,4,2.15
,Bel Air Elementary,Mt. Diablo Unified,Contra Costa,730,2,22,0,2,4,65,2,4,2,91,0,0,49,9,7,29,34,N/A,54,36,31,19,9,4,2.15
,Louise Sandrini Elementary,Panama-Buena Vista Union,Kern,730,2,18,1,4,1,57,0,19,0,87,0,0,24,10,13,29,24,N/A,49,26,50,18,5,1,2.07
,Sky View Elementary,Perris Elementary,Riverside,730,2,14,0,2,0,81,0,3,0,100,4,0,36,20,7,25,29,N/A,66,35,35,22,7,0,2.03
,Bryant Elementary,San Francisco Unified,San Francisco,730,2,3,1,1,1,86,1,2,1,91,3,4,71,4,13,20,19,N/A,95,32,42,22,5,0,2
,King City High,South Monterey County Joint Un,Monterey,730,4,0,0,1,2,84,0,12,0,69,0,5,23,45,12,N/A,N/A,28,99,47,27,14,6,6,1.97
,Roosevelt Elementary,Lynwood Unified,Los Angeles,730,2,5,0,0,0,94,0,0,0,90,8,2,51,18,7,30,29,N/A,95,41,31,18,9,1,1.96
,Dolores Huerta Elementary,Stockton Unified,San Joaquin,730,2,6,2,3,8,79,1,2,0,100,6,3,40,20,9,29,32,31,96,46,30,10,9,4,1.96
,Clark Middle,San Diego Unified,San Diego,730,2,8,0,12,0,77,0,1,2,100,14,0,35,43,14,N/A,28,27,76,43,34,12,6,4,1.94
,Vejar Elementary,Pomona Unified,Los Angeles,730,2,2,0,6,0,90,0,1,0,95,2,1,42,25,8,27,30,32,76,41,37,15,4,3,1.92
,Don Stowell Elementary,Merced City Elementary,Merced,730,2,5,0,6,1,86,0,2,0,97,0,6,66,6,9,25,29,N/A,80,55,18,19,2,6,1.87
,Calwa Elementary,Fresno Unified,Fresno,730,2,2,1,5,0,89,0,1,0,100,1,8,49,19,8,20,21,N/A,49,47,30,20,2,1,1.81
,Telfair Avenue Elementary,Los Angeles Unified,Los Angeles,730,2,1,0,0,0,99,0,0,0,92,5,1,42,20,11,20,22,N/A,92,52,28,13,4,3,1.78
,Arrowview Middle,San Bernardino City Unified,San Bernardino,730,2,12,0,1,0,82,0,3,0,96,8,0,30,31,12,N/A,25,22,79,52,29,12,4,3,1.76
,Harding University Partnership,Santa Barbara Unified,Santa Barbara,730,2,0,2,0,1,93,0,4,1,100,3,0,77,4,15,23,27,N/A,84,53,29,11,6,2,1.76
,Rowell Elementary,Fresno Unified,Fresno,730,2,2,0,5,0,92,0,1,0,100,4,1,45,17,9,19,21,N/A,88,48,38,12,2,0,1.68
,Abraham Lincoln Elementary,Santa Rosa City Schools,Sonoma,730,2,1,1,0,1,94,0,1,1,94,1,9,83,7,23,19,17,N/A,96,57,28,10,4,1,1.65
,Ninety-Third Street Elementary,Los Angeles Unified,Los Angeles,730,2,22,0,0,0,78,0,0,0,96,4,0,39,24,11,20,22,N/A,80,59,25,13,2,2,1.63
,,Traver Joint Elementary,Tulare,730,B,0,0,1,0,92,0,8,0,96,0,12,55,11,5,19,20,N/A,100,55,31,13,2,0,1.62
,Traver Elementary,Traver Joint Elementary,Tulare,730,2,0,0,1,0,92,0,8,0,96,0,12,55,11,5,19,20,N/A,100,55,31,13,2,0,1.62
,Quincy Jones Elementary,Los Angeles Unified,Los Angeles,730,2,2,0,0,0,98,0,0,0,100,4,0,65,18,15,23,20,N/A,75,57,29,11,3,1,1.62
,Abraham Lincoln Elementary,Santa Ana Unified,Orange,730,2,0,0,1,0,98,0,0,0,100,4,4,80,12,7,26,33,N/A,100,66,22,10,2,0,1.48
,Ansgar Larsen Elementary,Hueneme Elementary,Ventura,730,2,1,0,0,2,96,0,0,0,100,15,12,66,14,8,30,27,N/A,100,69,24,4,1,2,1.44
,,Lassen Union High,Lassen,729,B,2,5,1,1,12,0,77,1,24,15,0,3,1,7,N/A,N/A,24,84,4,22,51,16,7,2.98
,East Avenue Elementary,Hayward Unified,Alameda,729,2,27,0,8,3,41,4,14,3,49,0,1,19,6,11,29,29,N/A,95,12,25,29,27,7,2.92
,Clayton B. Wire Elementary,Sacramento City Unified,Sacramento,729,2,14,0,29,2,47,1,3,2,100,8,0,44,18,12,27,33,N/A,84,23,24,14,23,16,2.84
,,Denair Unified,Stanislaus,729,B,1,1,1,0,39,0,54,3,40,4,1,11,14,10,18,21,27,92,16,29,29,14,11,2.76
,Las Plumas High,Oroville Union High,Butte,729,4,3,7,12,0,22,1,53,0,55,2,1,10,12,13,N/A,N/A,26,85,20,31,30,14,5,2.53
,Phoenix Academy,Apple Valley Unified,San Bernardino,729,2,20,1,1,1,48,1,27,2,87,10,0,12,8,15,25,24,30,89,23,34,32,10,2,2.33
,Palmetto Elementary,Fontana Unified,San Bernardino,729,2,3,0,1,0,89,0,7,0,100,3,0,41,12,17,25,30,N/A,93,22,41,23,9,4,2.32
,Henry J. Kaiser High,Fontana Unified,San Bernardino,729,4,7,0,1,1,84,0,6,0,71,8,0,19,35,11,N/A,N/A,28,88,28,35,21,13,3,2.29
,Audubon Middle,Los Angeles Unified,Los Angeles,729,2,62,0,0,0,36,0,0,0,100,10,0,12,13,17,N/A,26,21,33,27,37,24,10,3,2.26
,,Woodlake Union Elementary,Tulare,729,B,0,0,1,0,89,0,10,0,100,11,18,50,9,4,21,27,25,42,34,29,24,7,5,2.2
,James Rutter Middle,Elk Grove Unified,Sacramento,729,2,17,0,32,2,35,2,9,2,100,3,0,28,26,11,N/A,N/A,26,89,28,39,20,9,3,2.18
,Harry Wirtz Elementary,Paramount Unified,Los Angeles,729,2,7,0,2,0,90,0,2,0,96,2,0,53,15,8,29,27,N/A,87,36,34,17,8,4,2.1
,Washington Elementary,Merced River Union Elementary,Merced,729,2,0,0,0,0,72,0,26,1,82,0,4,37,26,15,N/A,2,1,100,39,32,19,5,4,2.03
,Davidson Elementary,San Bernardino City Unified,San Bernardino,729,2,13,1,1,1,80,0,5,1,96,4,0,33,8,9,25,31,N/A,74,31,44,18,5,1,2
,Alexandria Avenue Elementary,Los Angeles Unified,Los Angeles,729,2,2,0,4,4,89,0,1,0,94,8,1,53,21,13,22,23,N/A,88,43,31,17,8,1,1.93
,Norwood Street Elementary,Los Angeles Unified,Los Angeles,729,2,3,0,0,0,97,0,0,0,100,9,0,42,20,13,19,18,N/A,88,47,36,13,3,1,1.76
,,Westside Elementary,Fresno,729,B,1,0,0,0,98,0,1,0,99,5,18,52,32,12,2,5,6,99,83,16,1,1,0,1.19
,Morse High,San Diego Unified,San Diego,728,4,16,0,2,43,31,2,2,3,70,18,0,14,24,10,N/A,N/A,30,89,9,26,32,28,5,2.93
,,Hope Elementary,Tulare,728,B,0,3,1,1,45,0,46,2,66,0,0,26,1,5,22,23,N/A,89,17,22,40,12,9,2.72
,Hope Elementary,Hope Elementary,Tulare,728,2,0,3,1,1,45,0,46,2,66,0,0,26,1,5,22,23,N/A,89,17,22,40,12,9,2.72
,White Rock Elementary,Folsom-Cordova Unified,Sacramento,728,2,14,0,11,1,35,0,35,3,86,1,0,47,13,13,28,30,N/A,88,18,27,31,16,8,2.7
,Davis Elementary,Lodi Unified,San Joaquin,728,2,3,1,27,1,43,0,22,0,83,7,2,30,7,11,20,25,N/A,83,17,40,20,14,9,2.58
,,Oakland Unified,Alameda,728,B,32,0,15,1,38,1,9,2,57,29,0,28,18,11,22,25,23,53,29,26,19,14,12,2.55
,Sierra-Enterprise Elementary,Elk Grove Unified,Sacramento,728,2,19,1,19,1,34,1,21,4,100,0,0,32,7,24,20,23,N/A,76,15,45,22,13,5,2.48
,Houston,Lodi Unified,San Joaquin,728,2,0,0,3,1,53,0,42,0,73,12,4,23,14,19,14,14,21,79,21,33,29,11,6,2.46
,Salida Elementary,Salida Union Elementary,Stanislaus,728,2,3,0,2,1,71,0,20,1,73,2,2,45,6,14,26,30,N/A,94,21,32,30,13,4,2.46
,Caruthers High,Caruthers Unified,Fresno,728,4,2,0,7,0,74,0,17,0,86,3,16,21,35,8,N/A,N/A,27,74,33,26,25,10,6,2.3
,Theodore Vick Elementary,Adelanto Elementary,San Bernardino,728,2,18,0,1,0,66,0,9,5,100,7,0,26,9,10,32,32,34,98,25,42,20,8,6,2.28
,Sierra Elementary,Lancaster Elementary,Los Angeles,728,2,30,1,1,2,51,0,14,1,87,5,1,23,2,11,27,28,N/A,100,28,33,27,10,2,2.27
,Seaside High,Monterey Peninsula Unified,Monterey,728,4,12,0,6,6,58,4,11,3,71,3,0,21,31,10,N/A,N/A,27,99,34,30,18,14,4,2.23
,Hamilton Elementary,Hemet Unified,Riverside,728,2,0,7,0,0,38,0,54,0,80,1,0,13,4,13,26,29,27,100,27,40,21,8,4,2.23
,Euclid Avenue Elementary,Los Angeles Unified,Los Angeles,728,2,0,0,0,0,99,0,0,0,91,9,1,40,23,9,19,21,N/A,66,32,34,19,11,5,2.22
,,Montebello Unified,Los Angeles,728,B,0,0,2,0,95,0,2,0,85,11,0,25,36,11,27,27,21,84,33,36,19,9,4,2.15
,Sequoia Middle,Fontana Unified,San Bernardino,728,2,3,0,0,0,92,0,3,0,87,8,0,32,36,11,N/A,N/A,28,89,34,35,18,8,4,2.13
,Woodlake High,Woodlake Union High,Tulare,728,4,1,0,0,0,81,0,17,0,100,5,15,23,29,5,N/A,N/A,30,61,42,24,21,8,5,2.08
,Cathedral City High,Palm Springs Unified,Riverside,728,4,2,0,1,2,82,0,12,0,79,7,0,20,45,8,N/A,N/A,28,97,35,34,21,7,2,2.07
,Lugo Elementary,Lynwood Unified,Los Angeles,728,2,3,0,0,0,96,0,0,0,73,6,1,56,16,16,28,25,N/A,83,30,43,21,4,2,2.06
,Joseph A. Gascon Elementary,Montebello Unified,Los Angeles,728,2,0,0,0,0,100,0,0,0,100,10,0,45,33,10,26,28,N/A,99,38,40,13,7,3,1.96
,Joyner Elementary,San Diego Unified,San Diego,728,2,9,0,10,0,78,0,2,2,100,24,0,62,18,9,23,29,N/A,88,42,34,13,9,2,1.93
,Holtville High,Holtville Unified,Imperial,728,4,0,0,0,0,88,0,11,0,99,5,22,30,31,9,N/A,N/A,28,2,57,14,14,14,0,1.86
,McKinley Elementary,Franklin-McKinley Elementary,Santa Clara,728,2,1,0,8,2,88,0,1,0,95,19,15,70,16,12,23,29,N/A,98,39,45,10,4,2,1.84
,Robert F. Kennedy Elementary,Compton Unified,Los Angeles,728,2,16,0,0,0,83,0,0,0,89,3,0,55,14,10,29,29,N/A,87,54,25,16,3,1,1.73
,Bell Gardens Intermediate,Montebello Unified,Los Angeles,728,2,0,0,0,0,99,0,0,0,99,10,0,27,50,10,N/A,23,22,85,48,37,10,3,2,1.73
,Frank Paul Elementary,Alisal Union,Monterey,728,2,0,0,0,1,98,0,1,0,99,1,8,78,14,9,28,32,N/A,88,58,27,7,4,4,1.7
,Miramonte Elementary,Mountain View Elementary,Los Angeles,728,2,0,1,4,0,95,0,0,0,100,1,2,69,13,10,30,32,N/A,100,47,42,8,2,1,1.68
,Mario G. Olmos Elementary,Fresno Unified,Fresno,728,2,5,0,18,0,74,0,2,0,100,1,6,51,15,8,27,28,N/A,94,51,35,12,2,0,1.65
,La Paz Middle,Salinas Union High,Monterey,728,2,0,0,0,2,97,0,1,0,76,8,13,47,42,7,N/A,N/A,21,69,65,21,9,2,3,1.57
,Westside Elementary,Westside Elementary,Fresno,728,2,1,0,0,0,98,0,1,0,99,5,18,52,33,10,2,5,1,99,83,16,1,0,0,1.17
D,South Sutter Charter,Marcum-Illinois Union Elementa,Sutter,727,1,4,1,2,1,13,0,74,5,47,0,0,3,6,6,16,16,2,99,2,12,32,30,24,3.6
D,California Virtual Academy @ Kern,Maricopa Unified,Kern,727,1,5,2,3,1,24,1,65,0,40,0,0,0,0,11,1,1,4,91,2,24,37,24,13,3.21
D,Nubia Leadership Academy,San Diego Unified,San Diego,727,1,80,0,1,0,14,1,0,5,81,5,0,6,0,15,17,14,N/A,81,4,18,51,20,7,3.09
,,Raymond-Knowles Union Elementa,Madera,727,B,11,6,0,5,10,0,68,0,71,0,0,0,0,14,,,,2,0,0,100,0,0,3
D,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,727,4,9,0,2,1,54,0,33,0,20,0,0,10,11,8,N/A,N/A,17,94,17,22,38,15,8,2.74
,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,727,4,24,0,4,1,51,0,17,0,58,27,0,10,30,11,N/A,N/A,28,51,22,27,22,18,12,2.72
,,Oroville Union High,Butte,727,B,4,7,18,0,18,0,51,1,58,2,1,10,14,13,N/A,N/A,25,85,19,31,31,15,5,2.56
,Baechtel Grove Middle,Willits Unified,Mendocino,727,2,1,6,2,0,31,1,57,1,73,10,12,9,13,17,N/A,21,22,92,14,37,36,10,4,2.53
,,Pioneer Union Elementary,Butte,727,B,2,16,0,0,16,0,64,2,88,6,0,0,0,10,6,9,9,96,10,42,38,8,2,2.5
,Berry Creek Elementary,Pioneer Union Elementary,Butte,727,1,2,16,0,0,14,0,65,2,88,6,0,0,0,8,6,9,9,98,10,42,38,8,2,2.5
,,Pajaro Valley Unified,Santa Cruz,727,B,1,0,1,1,79,0,18,0,72,13,9,43,22,13,24,26,26,67,33,22,17,18,9,2.47
,Wilmer Amina Carter High,Rialto Unified,San Bernardino,727,4,22,1,1,1,66,0,8,1,68,16,0,12,16,8,N/A,N/A,24,85,23,30,29,14,4,2.46
,Herbert Hoover Middle,Merced City Elementary,Merced,727,2,5,0,6,1,66,0,20,2,82,6,4,15,20,9,N/A,30,31,100,24,30,30,9,7,2.44
,John Gill Elementary,Redwood City Elementary,San Mateo,727,1,4,0,2,2,69,1,20,1,65,4,1,45,17,13,28,4,N/A,99,33,26,19,12,11,2.41
,Golden Poppy Elementary,Palmdale Elementary,Los Angeles,727,1,24,1,1,1,65,0,5,2,82,7,1,31,10,11,24,30,N/A,95,23,35,26,9,6,2.41
,Orangewood Elementary,Edison Elementary,Kern,727,1,4,0,0,0,82,0,14,0,93,0,3,41,11,5,25,31,N/A,89,28,38,22,10,3,2.22
,Barbara Spratling Middle,Keyes Union,Stanislaus,727,2,0,0,2,0,75,1,20,0,99,0,13,31,24,15,N/A,24,24,83,26,39,24,7,3,2.22
,Shirley Lane Elementary,Fairfax Elementary,Kern,727,1,4,0,2,0,87,0,5,0,87,11,11,51,11,11,23,26,N/A,93,28,40,20,9,3,2.2
,,Borrego Springs Unified,San Diego,727,B,2,0,0,0,78,0,18,2,86,10,10,41,28,10,22,20,10,92,31,38,17,9,4,2.16
,Sequoia Elementary,Richland Union Elementary,Kern,727,1,1,0,3,0,83,0,13,0,92,9,7,34,11,11,27,27,N/A,97,29,43,15,8,4,2.14
