Gss year for this respondent                       ,Welfare,Highways and bridges,Social security,Mass transportation,Parks and recreation,Assistance for childcare,Supporting scientific research        ,Developing alternative energy sources,Foreign aid,"Military, armaments, and defense",Improving the conditions of blacks,Respondent id number,Space exploration program,Improving & protecting environment,Improving & protecting nations health,Solving problems of big cities,Halting rising crime rate,Dealing with drug addiction,Improving nations education system,Ballot used for interview
2016,Not applicable,Too little,Too little,Don't know,About right,Too little,About right,Too little,Not applicable,Not applicable,Not applicable,2233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Not applicable,Too little,Too little,About right,Too little,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,2234,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,About right,Too little,Too little,About right,Too little,About right,Too little,Too little,About right,About right,Too little,2235,About right,About right,About right,About right,About right,About right,Too little,Ballot c
2016,Not applicable,About right,Too little,Too little,Too little,Too little,About right,About right,Not applicable,Not applicable,Not applicable,2236,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,About right,Too little,About right,About right,About right,Too little,Too little,Too little,Too much,Too much,Too little,2237,Too little,Too little,Too little,About right,Too much,About right,Too little,Ballot b
2016,Too much,About right,Too little,About right,About right,About right,About right,About right,About right,About right,About right,2238,About right,Too little,Too little,Too little,Too little,Too little,Too little,Ballot c
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,Too little,Too much,Not applicable,Not applicable,Not applicable,2239,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,2240,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,About right,Too little,Too little,Too little,About right,About right,About right,About right,Too much,About right,Too little,2241,Too much,Too little,Too little,Too little,About right,Don't know,Too little,Ballot b
2016,Too little,About right,Too little,Too little,About right,Too little,Too little,Too little,Too much,Too little,Too little,2242,Too little,About right,Too little,Too little,Too little,Too little,Too little,Ballot b
2016,Not applicable,About right,About right,About right,About right,About right,Too little,About right,Not applicable,Not applicable,Not applicable,2243,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,Too little,Don't know,Not applicable,Not applicable,Not applicable,2244,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too much,Too little,Too little,About right,About right,Too little,Too little,About right,Too much,Too little,Too little,2245,Too little,About right,Too little,Too little,Too little,Too little,Too little,Ballot a
2016,About right,About right,Too little,About right,Too little,Too little,About right,About right,Don't know,About right,Too little,2246,About right,About right,Too little,About right,Too little,Too little,Too little,Ballot b
2016,About right,About right,About right,Too little,About right,About right,About right,About right,About right,About right,About right,2247,About right,About right,About right,About right,About right,About right,About right,Ballot c
2016,Not applicable,Too much,Too little,Too much,Too much,Too little,Too much,Too little,Not applicable,Not applicable,Not applicable,2248,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too much,Too little,About right,Don't know,About right,Too little,Too little,About right,About right,About right,Too little,2249,About right,Too little,Too little,About right,Too much,Too much,Too little,Ballot b
2016,Too little,About right,Too little,About right,About right,Too little,About right,About right,Too much,Too little,Too little,2250,Too much,Too little,Too little,Too much,About right,About right,About right,Ballot c
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,2251,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too much,About right,About right,About right,Too little,Too little,About right,Too little,About right,About right,Too little,2252,About right,About right,Too little,Too little,Too little,Too little,Too little,Ballot b
2016,About right,Too little,Too little,About right,About right,Too little,About right,About right,Too little,Too little,Too much,2253,About right,Too little,Too little,Too much,Too little,Too little,Too little,Ballot c
2016,Not applicable,Too little,About right,About right,About right,About right,About right,About right,Not applicable,Not applicable,Not applicable,2254,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,About right,About right,About right,About right,About right,About right,About right,About right,About right,About right,About right,2255,About right,About right,About right,About right,About right,About right,About right,Ballot b
2016,Not applicable,Too little,Too little,Don't know,About right,Don't know,Don't know,Don't know,Not applicable,Not applicable,Not applicable,2256,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Not applicable,Too little,About right,About right,Too little,Too little,About right,About right,Not applicable,Not applicable,Not applicable,2257,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,About right,Too much,Too little,Too much,Too little,Too little,Too much,Too much,Too much,Too much,Too little,2258,Too much,About right,Too little,Too much,Too little,Too little,Too little,Ballot a
2016,Not applicable,About right,Too little,Don't know,Too little,Too little,Too little,Don't know,Not applicable,Not applicable,Not applicable,2259,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,About right,Don't know,Not applicable,Not applicable,Not applicable,2260,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too much,About right,Too little,About right,About right,Too little,About right,About right,Too much,Too little,About right,2261,About right,About right,Too much,About right,Too little,Too little,Too little,Ballot b
2016,Not applicable,Too little,Too little,Too little,About right,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,2262,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Not applicable,About right,About right,About right,Too little,About right,Too much,About right,Not applicable,Not applicable,Not applicable,2263,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Not applicable,Too little,About right,Too little,About right,About right,About right,Don't know,Not applicable,Not applicable,Not applicable,2264,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Not applicable,About right,About right,About right,Too little,Too little,Too little,About right,Not applicable,Not applicable,Not applicable,2265,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Too little,Too little,Too little,About right,Too little,Too little,About right,Too much,Too much,About right,About right,2266,About right,Too little,Too little,About right,About right,Too little,Too little,Ballot c
2016,Not applicable,About right,About right,Too little,Too little,Too little,About right,Too little,Not applicable,Not applicable,Not applicable,2267,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
